Student_ID,Gender,Branch,Year_of_Study,Age,CGPA,10th_Percentage,12th_Percentage,Backlogs,Attendance_Percentage,Aptitude_Score,IQ_Score,Programming_Score,Technical_Skills_Score,Certifications_Count,Projects_Done,Internship_Count,Internship_Duration_Months,Communication_Score,Teamwork_Score,Leadership_Score,Confidence_Level,Adaptability_Score,Placement_Status,Company_Name,Job_Profile,Salary_Package_LPA,Offer_Type,Family_Income,Location_Type,Placement_Readiness_Score
S1636,Male,EEE,3,21,6.13,87.5,87.9,1,99.2,9.3,104,9.4,5.1,4,5,0,4,9.8,6.9,7.6,9.7,5.3,Not Placed,Amazon,Software Engineer,6.9,Off-Campus,1329007,Urban,7.17
S1637,Male,ME,3,23,6.49,88.9,75.5,0,80.8,9.9,132,9.5,6.6,4,3,0,4,6.6,6.7,8.9,6.0,6.7,Placed,Infosys,Intern,9.1,On-Campus,1017018,Semi-Urban,6.81
S1638,Male,CE,4,23,8.53,92.0,71.1,4,82.2,7.5,139,5.5,9.7,0,1,2,9,6.2,6.5,7.8,8.8,8.2,Placed,Deloitte,Intern,7.0,On-Campus,1475432,Semi-Urban,7.6
S1639,Male,CSE,3,20,9.6,90.8,85.3,3,97.2,7.3,95,10.0,6.5,2,5,2,5,9.4,8.4,8.0,6.6,5.8,Not Placed,Accenture,Data Engineer,7.9,Off-Campus,211416,Urban,7.74
S1640,Female,ECE,4,20,8.49,95.0,88.1,1,74.8,5.4,122,6.5,9.7,3,4,0,0,9.3,7.8,6.7,8.4,8.2,Placed,,Intern,11.8,Off-Campus,1474798,Urban,7.74
S1641,Female,CE,4,22,6.54,68.5,87.7,2,70.9,5.1,128,5.4,6.3,1,1,0,8,6.6,9.3,5.6,6.5,9.9,Not Placed,Capgemini,Software Engineer,13.6,Off-Campus,441095,Rural,5.65
S1642,Male,ME,3,21,6.46,86.7,94.2,3,97.3,8.0,101,5.0,6.6,4,5,1,4,5.3,6.2,8.4,9.3,9.3,Placed,Amazon,Software Engineer,9.1,Off-Campus,1340540,Semi-Urban,6.82
S1643,Male,EEE,4,20,9.38,80.5,87.5,3,94.6,5.3,125,7.0,8.1,4,5,0,6,10.0,5.2,5.0,6.7,6.8,Placed,,Developer,10.3,Off-Campus,1361118,Urban,7.66
S1644,Female,CE,4,22,6.56,69.1,86.9,0,99.2,6.9,120,8.1,8.8,5,3,0,10,8.4,5.9,6.6,9.2,7.1,Not Placed,Infosys,Analyst,13.4,Off-Campus,1128375,Urban,7.17
S1645,Male,CSE,3,21,8.08,94.4,90.0,2,71.7,5.0,99,6.7,7.5,4,1,2,7,9.6,6.7,6.1,8.8,7.1,Placed,Deloitte,Developer,4.7,Off-Campus,315937,Semi-Urban,6.86
S1646,Male,ME,3,23,6.15,91.4,60.0,2,74.7,8.1,123,9.2,9.4,2,5,2,4,6.7,5.9,6.9,6.0,9.3,Placed,Wipro,Developer,4.9,On-Campus,639919,Semi-Urban,7.12
S1647,Male,ECE,3,22,6.32,64.5,72.7,4,73.2,7.1,130,8.6,5.2,1,6,2,2,8.2,5.4,6.6,5.8,10.0,Placed,Amazon,Analyst,7.3,On-Campus,766466,Urban,6.36
S1648,Female,ME,4,23,8.69,60.9,85.8,0,90.5,5.6,99,6.8,9.6,5,4,1,5,8.4,7.2,8.5,8.9,9.1,Not Placed,Amazon,Software Engineer,6.7,Off-Campus,1171560,Semi-Urban,7.78
S1649,Male,ME,3,20,8.76,84.1,81.0,4,88.2,6.5,100,8.7,6.0,0,1,0,6,9.4,8.4,6.3,7.0,7.8,Not Placed,Capgemini,Data Engineer,14.8,On-Campus,1208665,Rural,6.87
S1650,Female,IT,3,20,7.37,81.1,66.2,0,80.8,7.8,103,9.7,9.4,3,6,1,3,10.0,8.8,7.8,9.7,5.5,Placed,Capgemini,Intern,9.8,On-Campus,787715,Urban,8.22
S1651,Male,ME,3,21,6.86,92.8,70.6,2,71.7,8.3,92,5.5,7.0,2,3,0,8,5.5,7.0,7.3,9.7,9.8,Placed,Infosys,Data Engineer,9.3,Off-Campus,379218,Urban,6.94
S1652,Female,ME,3,22,9.25,68.2,71.8,0,89.2,7.3,122,6.5,9.2,1,2,0,10,8.2,7.4,9.0,8.5,9.3,Placed,Amazon,Intern,9.9,On-Campus,383126,Semi-Urban,7.94
S1653,Female,CE,4,23,6.87,63.0,79.9,0,87.1,9.0,96,7.3,8.4,3,5,2,3,6.7,8.8,7.1,7.5,9.2,Not Placed,Accenture,Analyst,13.5,On-Campus,1408856,Urban,7.46
S1654,Male,ECE,4,21,8.17,69.1,89.1,0,73.4,5.6,93,7.5,5.9,0,2,0,10,9.1,6.8,9.3,6.0,7.0,Placed,Infosys,Analyst,5.9,On-Campus,1247086,Semi-Urban,6.46
S1655,Female,CE,3,20,9.87,60.7,92.6,1,97.3,5.4,128,7.7,9.6,3,5,1,9,8.8,8.9,5.0,9.4,7.2,Placed,Amazon,Developer,9.1,On-Campus,508738,Rural,8.28
S1656,Male,CE,4,20,6.59,61.3,86.3,1,76.0,5.2,137,6.5,6.2,5,6,2,1,9.5,9.8,8.0,5.4,5.6,Placed,Infosys,,6.3,Off-Campus,733974,Rural,6.35
S1657,Female,CSE,3,22,9.76,92.0,89.5,2,92.3,7.7,99,8.3,6.2,4,3,1,8,6.7,9.4,5.0,6.9,9.7,Not Placed,Accenture,,12.4,On-Campus,1480288,Rural,7.37
S1658,Male,CE,3,23,6.73,72.3,76.5,0,96.6,8.5,104,8.2,9.1,4,3,1,3,5.9,7.3,8.6,6.6,9.7,Placed,,Analyst,12.3,On-Campus,282287,Urban,7.09
S1659,Male,IT,4,22,8.27,74.4,73.6,2,87.4,5.7,105,7.9,5.5,2,3,2,3,5.1,7.9,6.2,9.8,6.3,Placed,Accenture,Intern,14.5,Off-Campus,1300821,Rural,6.51
S1660,Female,IT,4,23,7.51,60.6,73.7,1,77.4,8.2,127,5.6,6.1,3,3,0,9,6.3,8.6,6.9,5.6,8.5,Placed,Amazon,,8.4,On-Campus,1003169,Semi-Urban,6.6
S1661,Male,CSE,3,23,9.86,69.5,81.6,0,79.3,7.4,93,7.4,7.5,4,1,1,0,6.8,6.7,6.9,9.5,6.0,Placed,,Data Engineer,4.9,Off-Campus,975726,Semi-Urban,7.67
S1662,Male,EEE,3,22,7.09,88.2,64.3,4,96.6,9.9,93,6.8,9.2,2,1,0,1,9.7,9.0,9.2,7.3,7.0,Placed,Wipro,Data Engineer,13.8,On-Campus,1083107,Rural,7.75
S1663,Female,ECE,4,21,7.6,81.5,80.3,1,78.9,8.6,125,7.5,5.7,2,5,2,11,7.5,7.2,5.5,5.2,6.5,Placed,Capgemini,Data Engineer,13.7,On-Campus,938618,Rural,6.91
S1664,Male,ECE,3,22,9.93,86.4,83.3,1,92.4,8.3,116,9.6,7.7,5,1,0,2,7.8,9.2,8.3,8.6,6.9,Placed,Wipro,,5.8,Off-Campus,1028885,Semi-Urban,7.92
S1665,Male,CE,4,22,8.15,75.7,75.4,1,99.7,7.9,111,7.4,8.6,2,5,0,6,9.4,6.3,9.9,5.5,6.5,Placed,Accenture,Data Engineer,6.3,Off-Campus,634139,Rural,7.74
S1666,Female,CE,3,20,8.01,70.8,93.4,0,100.0,10.0,111,5.1,9.3,0,1,2,11,9.4,5.1,5.1,6.2,6.7,Not Placed,Infosys,Developer,6.8,Off-Campus,878760,Rural,7.92
S1667,Female,EEE,3,20,7.03,76.9,81.3,3,86.0,9.9,106,7.2,9.7,4,1,0,8,7.6,8.2,9.8,9.0,9.0,Placed,Accenture,,8.4,On-Campus,1259597,Rural,7.79
S1668,Male,CE,4,22,8.81,71.3,67.7,4,94.8,7.7,134,9.1,8.9,4,1,1,11,5.6,7.3,5.1,5.8,6.5,Placed,Wipro,Data Engineer,12.9,Off-Campus,1118990,Semi-Urban,7.2
S1669,Male,ECE,4,22,6.06,89.4,76.8,4,99.7,7.3,123,8.9,8.3,1,4,1,4,6.4,5.3,9.2,6.6,9.1,Not Placed,Infosys,Intern,4.7,Off-Campus,1125111,Semi-Urban,6.64
S1670,Female,ME,4,20,6.2,70.4,83.6,2,81.2,7.3,121,7.6,7.2,0,3,1,3,7.3,7.4,9.8,6.8,7.8,Not Placed,Capgemini,Developer,11.4,On-Campus,429348,Rural,6.47
S1671,Female,IT,4,23,8.4,83.1,71.3,0,77.6,7.1,95,6.2,5.6,4,4,0,1,8.8,5.8,10.0,7.9,8.9,Placed,Accenture,Developer,7.2,Off-Campus,872481,Semi-Urban,7.13
S1672,Male,ME,4,22,7.37,64.8,62.8,1,73.4,7.7,122,7.3,8.5,5,1,1,11,8.6,8.1,7.3,8.9,9.6,Placed,Infosys,,5.3,On-Campus,1186928,Rural,7.3
S1673,Female,ME,4,21,9.81,84.0,80.4,3,74.2,6.4,97,7.8,10.0,4,1,0,6,8.2,7.2,9.3,6.2,5.7,Placed,Capgemini,Developer,7.1,On-Campus,836074,Rural,7.76
S1674,Male,ECE,4,21,9.61,92.0,93.2,0,95.6,9.6,139,10.0,8.7,1,4,0,5,9.4,5.9,5.6,6.0,6.7,Placed,TCS,Analyst,9.4,Off-Campus,947266,Rural,8.48
S1675,Male,ME,3,21,8.85,81.3,77.0,0,87.7,7.5,125,8.2,5.1,3,6,0,11,9.0,7.1,7.1,6.1,5.3,Not Placed,Wipro,Developer,14.1,Off-Campus,291414,Urban,7.28
S1676,Male,EEE,3,22,9.27,79.6,91.7,3,96.2,9.2,94,8.5,7.5,3,5,0,11,9.9,6.2,6.5,6.9,7.0,Placed,TCS,Intern,10.5,On-Campus,1251244,Urban,8.3
S1677,Male,CSE,3,23,8.67,93.6,89.2,1,93.7,7.4,94,7.5,8.1,0,3,2,6,9.4,8.3,7.0,7.7,6.2,Not Placed,Accenture,,10.3,Off-Campus,778511,Rural,7.71
S1678,Male,CE,4,23,6.5,82.0,65.2,0,90.2,8.6,136,6.8,8.4,2,5,1,7,6.0,6.5,8.5,5.1,7.9,Not Placed,Capgemini,,4.3,On-Campus,1197280,Urban,6.96
S1679,Female,CSE,4,20,9.06,69.1,84.8,4,88.3,6.7,99,9.1,8.6,1,6,1,8,5.3,9.1,5.4,8.9,8.9,Placed,Capgemini,Data Engineer,4.0,Off-Campus,1017462,Rural,7.8
S1680,Female,IT,4,22,6.84,70.2,75.2,4,71.5,8.1,129,7.5,7.8,1,3,0,9,7.1,5.1,10.0,9.6,7.4,Placed,TCS,Analyst,4.6,Off-Campus,724925,Urban,7.2
S1681,Female,CE,3,23,7.29,84.7,68.8,3,96.2,7.5,96,10.0,6.1,4,2,2,4,8.1,7.0,8.2,9.2,6.7,Placed,Accenture,Data Engineer,4.1,On-Campus,1203986,Rural,6.84
S1682,Female,ME,4,22,9.28,85.7,84.0,1,82.5,6.8,101,7.3,9.7,5,3,0,10,8.2,8.1,9.4,5.2,5.8,Not Placed,Capgemini,Software Engineer,9.9,On-Campus,202641,Urban,7.72
S1683,Male,IT,4,20,8.15,70.6,86.0,3,86.8,9.4,119,5.3,8.5,4,5,1,4,6.3,5.1,9.1,7.6,5.1,Placed,Amazon,Analyst,8.4,Off-Campus,310481,Semi-Urban,7.92
S1684,Male,CE,3,20,9.44,72.1,66.3,0,70.7,5.6,114,8.4,6.2,5,3,1,3,9.3,6.1,8.8,9.1,8.4,Placed,Infosys,Intern,3.1,On-Campus,932034,Semi-Urban,7.33
S1685,Male,EEE,4,20,6.85,94.7,92.0,4,98.1,7.4,117,5.2,6.6,1,2,2,10,6.6,6.6,5.2,6.7,5.2,Placed,Deloitte,Analyst,7.2,Off-Campus,995394,Urban,6.39
S1686,Male,EEE,3,21,8.43,63.6,86.3,2,97.1,6.0,132,6.3,9.6,2,2,0,2,9.6,5.1,7.6,9.5,9.6,Placed,,Developer,4.5,Off-Campus,558755,Rural,7.76
S1687,Female,EEE,3,22,6.34,74.2,92.7,3,86.3,9.3,102,6.8,9.4,3,1,2,6,7.4,7.7,6.6,9.4,8.0,Placed,TCS,Analyst,14.9,On-Campus,1147343,Urban,7.42
S1688,Male,EEE,4,20,8.57,62.2,71.1,2,87.3,6.3,136,8.7,7.0,0,2,0,4,5.1,8.2,5.6,5.7,6.8,Placed,Amazon,Developer,8.5,On-Campus,469782,Urban,6.51
S1689,Male,ME,4,22,9.05,88.7,92.9,2,91.2,8.2,138,7.5,5.2,5,4,2,6,5.8,6.1,6.7,7.5,5.2,Placed,Wipro,Data Engineer,8.1,On-Campus,378830,Semi-Urban,7.13
S1690,Female,CSE,4,21,8.34,63.2,72.9,4,77.9,5.8,111,5.1,5.2,3,5,1,1,5.5,7.7,8.2,5.1,7.1,Not Placed,Deloitte,Analyst,10.7,Off-Campus,1350590,Semi-Urban,6.26
S1691,Female,CE,3,21,7.06,83.6,61.9,3,76.7,7.0,107,8.1,6.4,0,4,2,8,5.2,10.0,6.2,6.4,9.3,Placed,Capgemini,Analyst,7.3,Off-Campus,1494393,Semi-Urban,6.36
S1692,Female,ME,3,20,6.13,62.0,86.7,2,90.2,9.5,116,7.1,8.1,2,6,1,8,8.6,9.4,7.2,9.1,9.8,Placed,Infosys,Intern,11.6,On-Campus,1140404,Urban,7.73
S1693,Female,EEE,3,20,6.48,83.5,84.6,0,73.1,5.8,97,9.6,7.9,1,4,1,8,6.0,5.3,7.0,9.9,5.4,Placed,,Software Engineer,13.9,On-Campus,314769,Semi-Urban,6.67
S1694,Male,CSE,4,23,8.49,89.5,80.9,1,83.6,8.3,95,7.5,8.2,2,5,0,4,9.2,5.6,5.3,9.6,8.9,Not Placed,Amazon,Analyst,9.0,Off-Campus,1244613,Semi-Urban,8.23
S1695,Male,IT,4,22,9.74,74.0,77.1,1,84.8,6.0,100,8.5,8.6,5,6,2,9,6.3,7.5,8.1,5.2,6.3,Placed,Deloitte,Data Engineer,7.6,Off-Campus,447268,Semi-Urban,7.59
S1696,Female,IT,4,20,6.83,78.3,61.1,4,81.4,7.1,118,6.1,5.1,1,4,2,11,5.2,6.2,8.1,9.6,6.9,Placed,Infosys,Developer,9.3,On-Campus,205165,Rural,6.37
S1697,Male,IT,4,23,8.94,74.1,81.9,3,75.6,7.7,130,8.8,5.5,4,4,2,8,9.1,5.4,9.8,9.1,7.7,Placed,Infosys,Data Engineer,10.2,On-Campus,1296148,Rural,7.54
S1698,Male,EEE,3,22,9.47,70.5,74.6,3,80.7,7.9,94,8.6,6.8,0,6,2,0,7.3,6.3,6.5,9.3,10.0,Placed,Deloitte,,13.2,Off-Campus,727994,Urban,8.04
S1699,Male,IT,3,20,8.08,88.1,79.6,1,80.1,8.0,96,9.5,5.8,4,4,0,1,8.0,5.3,7.1,9.6,6.0,Placed,Amazon,,7.7,Off-Campus,1369499,Semi-Urban,7.34
S1700,Female,ECE,3,23,8.68,69.5,75.0,0,85.0,8.2,111,5.2,5.4,1,2,0,9,6.7,7.6,7.0,7.4,5.7,Placed,Capgemini,Intern,3.6,On-Campus,296147,Urban,6.93
S1701,Male,CE,3,23,9.26,85.3,93.8,1,90.2,6.4,136,7.2,8.2,0,5,0,4,5.2,7.5,9.6,6.1,8.0,Not Placed,Deloitte,,10.6,Off-Campus,1318226,Urban,7.33
S1702,Female,CE,4,22,7.04,67.2,81.1,1,99.0,7.0,93,8.4,9.1,0,5,1,4,6.9,5.0,7.0,5.1,9.3,Placed,TCS,Analyst,14.8,Off-Campus,464461,Semi-Urban,7.03
S1703,Male,EEE,4,23,7.19,68.7,86.2,3,74.3,5.2,121,5.5,8.8,4,5,1,5,7.6,7.4,7.2,5.1,8.2,Placed,Infosys,Software Engineer,13.3,Off-Campus,1328435,Urban,6.73
S1704,Male,ECE,4,22,6.0,71.8,92.8,2,96.2,8.8,108,7.1,9.1,0,4,1,7,5.1,7.6,6.3,8.2,6.7,Placed,Wipro,Software Engineer,12.1,On-Campus,243871,Semi-Urban,7.11
S1705,Male,ME,3,22,9.85,80.6,80.7,0,78.5,9.2,134,9.7,8.3,1,2,0,11,7.9,8.0,5.0,6.7,9.9,Not Placed,Capgemini,Analyst,5.1,Off-Campus,683996,Semi-Urban,8.12
S1706,Female,ME,3,22,9.67,75.9,60.4,3,87.7,6.0,122,7.2,8.7,5,5,1,0,9.5,9.9,5.6,7.5,10.0,Placed,Accenture,Software Engineer,12.0,On-Campus,1328862,Rural,8.04
S1707,Male,IT,4,21,9.06,86.1,61.2,1,86.4,6.0,90,9.9,6.4,5,3,2,9,6.1,9.9,8.5,5.7,8.9,Not Placed,,Data Engineer,4.0,Off-Campus,1442413,Urban,6.68
S1708,Female,CSE,4,23,6.32,67.5,84.6,2,86.7,5.2,135,5.3,10.0,1,5,1,11,9.6,7.6,8.4,9.9,9.0,Placed,Accenture,Developer,8.9,Off-Campus,1400051,Urban,7.39
S1709,Female,ME,3,22,7.79,60.4,69.8,0,91.7,9.9,130,8.6,5.9,4,1,0,8,5.5,9.2,6.6,5.6,8.8,Placed,,Analyst,7.5,On-Campus,761771,Semi-Urban,6.71
S1710,Female,CSE,4,20,6.41,87.2,80.3,4,81.5,9.0,133,7.9,6.1,2,3,0,3,9.1,5.4,7.4,7.2,6.3,Placed,Deloitte,,13.9,On-Campus,1100490,Rural,6.87
S1711,Male,CE,3,21,6.06,88.8,67.1,0,79.6,6.8,139,7.5,6.4,1,5,0,7,9.2,7.7,6.5,7.2,5.8,Placed,,Developer,4.9,Off-Campus,425041,Rural,6.6
S1712,Male,CSE,3,21,8.46,62.1,69.5,0,95.6,7.4,130,9.9,9.9,5,4,0,11,6.3,8.4,8.7,5.0,7.8,Placed,Deloitte,Software Engineer,12.5,On-Campus,996523,Urban,7.53
S1713,Male,CE,3,23,9.84,81.4,77.7,1,76.6,6.5,97,5.6,9.9,1,5,2,11,9.8,7.8,9.2,8.3,9.8,Not Placed,Infosys,Intern,3.6,On-Campus,1453816,Rural,8.54
S1714,Male,ECE,4,22,9.61,73.2,94.1,1,75.4,8.0,121,9.5,9.0,0,2,1,4,7.1,6.2,9.5,7.7,9.4,Not Placed,Infosys,Developer,11.4,On-Campus,741252,Urban,7.96
S1715,Female,ECE,4,23,8.79,87.8,81.6,4,70.5,8.6,119,8.5,8.1,0,2,1,0,5.7,5.3,5.9,7.5,5.5,Placed,,Intern,6.5,Off-Campus,252473,Urban,7.5
S1716,Female,EEE,3,21,6.39,90.6,92.8,4,76.3,7.2,135,6.3,7.6,1,5,0,8,8.0,6.9,8.5,9.1,5.3,Placed,Deloitte,Data Engineer,14.7,On-Campus,419073,Rural,7.09
S1717,Female,EEE,4,22,7.1,89.8,93.6,4,85.6,9.4,117,9.5,9.9,4,4,1,7,10.0,8.2,9.8,6.2,9.4,Placed,Accenture,Intern,11.1,Off-Campus,597017,Semi-Urban,8.01
S1718,Male,IT,3,20,7.28,87.2,67.3,3,86.2,7.6,130,7.1,8.5,2,4,2,4,9.5,10.0,8.3,9.3,8.1,Placed,Wipro,Developer,6.7,On-Campus,599705,Urban,7.68
S1719,Female,ME,3,22,9.05,69.4,70.9,3,77.6,5.7,121,9.1,9.7,0,4,0,10,6.4,6.2,6.8,9.3,6.5,Placed,Infosys,Developer,5.8,On-Campus,1078351,Urban,7.76
S1720,Male,IT,3,21,9.21,88.4,86.9,1,72.2,8.1,114,6.9,6.6,5,5,1,3,7.9,9.6,8.2,9.1,7.8,Placed,Infosys,Analyst,10.7,Off-Campus,1019928,Urban,7.9
S1721,Female,CE,3,20,7.54,78.7,90.3,1,92.3,7.3,123,9.3,6.7,0,5,1,7,5.6,5.3,8.4,6.7,6.1,Not Placed,TCS,,6.3,Off-Campus,623781,Urban,6.79
S1722,Male,IT,4,22,7.67,61.8,78.2,4,92.7,9.7,122,8.2,9.3,5,1,1,8,7.3,9.7,7.0,5.8,9.7,Not Placed,Amazon,Intern,5.2,On-Campus,767685,Rural,7.51
S1723,Male,CSE,3,20,6.18,76.0,94.8,3,99.9,7.0,102,5.7,5.7,2,2,1,6,7.6,9.2,5.5,7.4,9.1,Placed,TCS,Data Engineer,10.8,Off-Campus,400883,Rural,6.09
S1724,Female,CE,3,20,7.16,93.0,60.4,2,97.0,7.0,114,8.2,9.7,0,3,0,3,6.6,5.1,8.0,6.3,9.8,Placed,Wipro,Analyst,11.7,Off-Campus,518076,Rural,7.08
S1725,Female,EEE,4,21,7.81,91.1,70.5,3,97.8,8.3,131,6.0,7.5,4,3,0,6,7.4,6.5,9.0,5.3,5.9,Placed,,Analyst,5.9,On-Campus,260235,Rural,7.07
S1726,Female,ECE,3,20,6.47,63.6,81.8,1,93.9,7.6,129,7.1,9.6,5,2,2,5,9.6,5.3,10.0,6.4,9.2,Placed,Accenture,Data Engineer,9.4,On-Campus,239401,Urban,7.18
S1727,Female,EEE,3,23,7.81,86.0,76.4,3,88.5,6.9,128,5.9,6.7,0,6,0,10,7.5,10.0,6.1,7.3,7.8,Not Placed,Amazon,Analyst,11.0,Off-Campus,857607,Semi-Urban,7.14
S1728,Male,ME,4,21,9.41,88.2,64.1,1,73.9,9.9,133,5.1,8.6,0,1,1,11,9.2,7.1,8.5,5.6,6.6,Not Placed,,Data Engineer,14.3,On-Campus,1472503,Semi-Urban,8.1
S1729,Female,CE,4,23,8.33,69.5,72.9,4,88.7,6.5,138,6.1,7.4,1,2,1,2,6.6,8.3,5.1,9.7,7.4,Placed,,Software Engineer,12.6,Off-Campus,386846,Rural,7.11
S1730,Female,CE,4,20,6.32,76.5,60.9,4,71.7,6.4,133,7.7,8.1,4,1,1,9,9.9,6.2,9.8,8.3,9.7,Placed,Accenture,Analyst,8.0,Off-Campus,342120,Urban,6.72
S1731,Female,CSE,3,23,6.77,84.9,82.5,4,96.6,9.3,137,7.4,7.5,4,6,2,2,5.5,9.7,5.1,5.7,8.5,Placed,Deloitte,Developer,13.1,Off-Campus,1304888,Rural,7.11
S1732,Male,ME,4,22,7.9,75.4,91.2,2,84.5,5.0,99,7.5,9.8,1,1,0,0,7.9,6.4,6.8,9.1,6.8,Placed,Accenture,Software Engineer,8.3,On-Campus,1156265,Semi-Urban,7.13
S1733,Male,ECE,4,20,7.45,63.9,91.0,2,90.9,6.0,120,6.2,8.5,5,4,0,4,8.9,6.3,5.4,9.6,10.0,Placed,,Analyst,4.6,Off-Campus,1336055,Rural,7.39
S1734,Female,CE,3,22,7.43,84.7,84.5,1,71.6,8.0,133,8.4,6.3,3,2,0,7,9.1,6.6,8.1,6.3,6.7,Placed,Wipro,Data Engineer,7.1,On-Campus,1184952,Urban,6.83
S1735,Male,CE,3,23,8.12,91.9,76.3,0,86.0,5.8,100,8.5,9.5,2,3,1,11,6.0,7.3,6.7,5.7,9.1,Placed,Wipro,Software Engineer,12.7,Off-Campus,555928,Urban,6.97
S1736,Female,CSE,3,22,8.34,82.8,77.9,2,79.0,9.9,114,6.8,6.5,4,5,1,5,7.0,5.1,8.7,6.6,8.9,Placed,TCS,,14.5,Off-Campus,972725,Urban,7.64
S1737,Male,IT,3,20,9.19,87.1,64.8,1,78.5,7.3,135,9.4,6.9,3,6,1,7,8.1,8.0,7.4,9.2,8.6,Placed,Amazon,Software Engineer,14.8,Off-Campus,459227,Rural,7.93
S1738,Male,ECE,3,22,7.36,72.5,71.9,3,81.7,8.0,134,8.2,5.5,5,6,2,6,6.6,5.2,7.1,5.9,8.3,Placed,Wipro,Developer,10.7,On-Campus,975626,Semi-Urban,6.76
S1739,Male,EEE,4,23,9.22,66.4,66.6,4,70.0,5.8,123,8.6,9.5,2,5,2,1,8.3,7.7,6.7,8.9,5.5,Placed,Amazon,Analyst,8.7,On-Campus,1443318,Urban,8.05
S1740,Male,ME,4,23,7.35,82.5,88.7,4,84.0,6.4,109,6.4,6.4,4,2,1,7,6.9,7.3,5.4,8.6,10.0,Placed,Accenture,Analyst,4.9,Off-Campus,237299,Semi-Urban,6.52
S1741,Female,CE,4,23,6.22,71.5,92.0,4,84.6,8.1,96,5.0,6.3,0,5,2,3,6.8,6.2,6.0,8.3,5.8,Placed,Capgemini,Data Engineer,4.2,Off-Campus,1086473,Semi-Urban,6.76
S1742,Female,CE,3,20,8.22,90.1,78.8,1,95.9,7.7,122,9.3,9.6,4,1,2,10,5.5,6.6,8.2,7.2,8.0,Placed,Accenture,Software Engineer,9.2,On-Campus,1287041,Rural,7.3
S1743,Female,EEE,3,23,8.35,64.3,85.5,4,83.5,8.9,124,9.1,9.0,2,5,2,4,5.2,8.5,7.5,6.8,6.2,Not Placed,Deloitte,Developer,11.7,Off-Campus,501931,Rural,7.78
S1744,Male,ECE,3,20,9.74,75.2,64.3,2,80.9,6.3,118,5.6,5.7,3,1,0,10,9.2,5.0,5.4,5.4,5.8,Placed,Amazon,Data Engineer,6.9,On-Campus,1418307,Semi-Urban,6.88
S1745,Female,IT,4,22,8.9,73.9,81.3,3,99.8,8.3,101,6.9,8.8,0,1,2,7,7.4,6.6,7.7,6.8,7.8,Placed,TCS,,11.1,Off-Campus,1184981,Urban,7.61
S1746,Female,CE,4,23,9.67,92.8,84.6,4,87.1,6.5,94,8.3,9.6,2,3,1,4,7.8,8.4,5.3,8.0,9.2,Placed,Accenture,Data Engineer,9.8,Off-Campus,1008876,Urban,8.0
S1747,Female,ECE,3,22,9.63,65.4,75.8,1,84.2,7.9,101,8.3,5.4,5,5,0,4,6.9,5.8,7.6,9.5,6.9,Placed,TCS,Developer,14.3,On-Campus,388571,Rural,7.69
S1748,Male,EEE,4,21,8.42,60.3,68.5,3,84.9,8.0,118,9.3,9.1,2,3,2,5,5.7,7.8,9.8,9.2,5.4,Placed,Wipro,Analyst,5.5,On-Campus,774401,Urban,7.74
S1749,Male,CSE,3,22,8.11,68.3,90.7,4,94.3,5.6,124,5.7,7.7,4,5,1,6,7.2,5.8,6.5,5.2,8.1,Not Placed,Amazon,Developer,10.1,On-Campus,381168,Semi-Urban,6.83
S1750,Male,IT,4,21,8.23,88.7,86.0,0,80.2,7.7,109,7.1,8.3,5,1,2,8,6.1,5.8,8.6,5.7,8.8,Placed,Accenture,Analyst,8.0,Off-Campus,486302,Urban,6.95
S1751,Female,ME,4,22,9.91,67.3,91.5,4,81.7,5.1,126,5.5,7.5,1,5,1,10,9.2,8.9,8.7,9.2,6.5,Not Placed,TCS,Intern,6.1,Off-Campus,700990,Rural,7.83
S1752,Female,CE,4,20,9.09,68.4,88.6,2,92.7,7.5,90,6.9,8.5,1,6,1,6,9.9,6.3,7.0,9.7,8.5,Not Placed,Infosys,Software Engineer,7.3,On-Campus,684713,Semi-Urban,8.49
S1753,Female,ECE,3,22,6.43,64.5,94.7,3,72.2,8.5,105,5.1,5.2,0,6,2,5,9.4,6.9,8.0,5.3,5.4,Not Placed,TCS,Developer,6.5,Off-Campus,203919,Semi-Urban,6.74
S1754,Male,CSE,4,20,9.11,85.0,66.7,2,96.0,5.4,119,9.5,8.8,2,3,2,11,7.6,8.7,7.4,8.5,6.8,Placed,Deloitte,,9.3,Off-Campus,1143816,Urban,7.48
S1755,Male,ME,4,20,6.68,62.4,63.0,0,82.9,9.7,98,7.6,5.2,3,4,0,9,8.1,5.9,6.4,6.8,7.4,Placed,Infosys,,9.7,Off-Campus,259768,Urban,6.87
S1756,Female,ECE,3,23,7.79,71.6,71.8,0,87.4,7.3,131,9.2,7.3,0,6,2,3,9.7,7.7,8.8,6.8,8.9,Placed,Amazon,Data Engineer,13.4,On-Campus,1154110,Semi-Urban,7.51
S1757,Male,ECE,4,20,6.84,69.9,64.5,2,92.7,9.7,99,5.3,5.8,5,3,1,10,7.7,9.6,8.5,8.2,6.7,Placed,Capgemini,Analyst,12.4,On-Campus,1390659,Rural,7.04
S1758,Male,ME,3,21,8.76,79.4,78.3,3,78.0,5.5,102,6.1,9.1,0,4,0,9,8.2,7.8,9.5,9.1,7.3,Placed,Wipro,Software Engineer,6.6,Off-Campus,312879,Rural,7.68
